loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,loan_status,purpose,dti
8000, 36 months,10.33,2 years,ANY,24000.0,Current,debt_consolidation,0.05
18000, 36 months,11.8,10+ years,MORTGAGE,67000.0,Current,debt_consolidation,18.75
3000, 36 months,19.92,7 years,RENT,132000.0,Current,debt_consolidation,27.71
2500, 36 months,8.81,10+ years,MORTGAGE,150000.0,Current,debt_consolidation,21.26
10000, 36 months,15.02,9 years,MORTGAGE,90000.0,Current,other,12.08
11200, 60 months,12.98,10+ years,MORTGAGE,101000.0,Current,other,13.0
19000, 36 months,7.02,2 years,MORTGAGE,120000.0,Current,other,7.53
30000, 60 months,8.19,4 years,MORTGAGE,70000.0,Current,debt_consolidation,15.26
12000, 60 months,8.19,10+ years,MORTGAGE,85000.0,Current,credit_card,15.12
30000, 36 months,20.89,5 years,RENT,50000.0,Current,debt_consolidation,25.52
12500, 60 months,17.97,1 year,MORTGAGE,42000.0,Current,credit_card,25.4
12000, 60 months,23.4,4 years,RENT,55000.0,Current,medical,11.32
16000, 60 months,12.98,,MORTGAGE,65000.0,Current,debt_consolidation,14.66
27000, 60 months,16.14,4 years,MORTGAGE,100000.0,Current,credit_card,14.83
12000, 36 months,7.02,10+ years,RENT,54000.0,Current,credit_card,9.2
8000, 36 months,14.47,10+ years,RENT,250000.0,Current,credit_card,20.99
15000, 60 months,13.56,6 years,MORTGAGE,80000.0,Current,debt_consolidation,6.15
15000, 60 months,11.8,10+ years,MORTGAGE,62000.0,Current,debt_consolidation,27.62
40000, 60 months,16.14,1 year,MORTGAGE,104000.0,Current,debt_consolidation,15.61
1000, 36 months,23.4,10+ years,OWN,59500.0,Current,major_purchase,30.11
9000, 36 months,7.02,8 years,MORTGAGE,33000.0,Current,debt_consolidation,24.95
25000, 36 months,8.19,10+ years,MORTGAGE,135000.0,Current,credit_card,17.25
15000, 36 months,7.56,5 years,MORTGAGE,90000.0,Current,debt_consolidation,16.8
5000, 36 months,12.98,< 1 year,OWN,55000.0,Current,home_improvement,13.81
14000, 36 months,10.72,< 1 year,MORTGAGE,85000.0,Current,credit_card,16.46
15000, 36 months,8.81,4 years,RENT,50000.0,Current,debt_consolidation,12.05
3000, 36 months,26.31,4 years,RENT,20000.0,Current,debt_consolidation,21.13
20000, 36 months,10.72,10+ years,MORTGAGE,73000.0,Current,debt_consolidation,19.64
8500, 36 months,8.19,6 years,MORTGAGE,52000.0,Current,debt_consolidation,23.49
4000, 36 months,11.31,2 years,RENT,37000.0,Current,credit_card,12.75
31000, 36 months,8.19,1 year,RENT,78000.0,Current,debt_consolidation,13.55
10000, 36 months,7.56,10+ years,RENT,84000.0,Current,credit_card,11.03
13000, 60 months,16.14,< 1 year,RENT,55000.0,Current,debt_consolidation,24.59
10000, 60 months,17.97,1 year,RENT,47000.0,Current,credit_card,11.62
16000, 60 months,8.19,< 1 year,MORTGAGE,65000.0,Current,debt_consolidation,22.95
8000, 36 months,13.56,5 years,MORTGAGE,35000.0,Current,credit_card,27.19
12000, 60 months,15.02,8 years,MORTGAGE,132480.0,Current,credit_card,26.78
12000, 60 months,25.34,3 years,RENT,55000.0,Current,debt_consolidation,8.88
40000, 60 months,13.56,2 years,MORTGAGE,72900.0,Current,debt_consolidation,23.26
35000, 36 months,8.19,1 year,MORTGAGE,126000.0,Current,debt_consolidation,14.48
18000, 60 months,14.47,8 years,MORTGAGE,58000.0,Current,debt_consolidation,31.0
20000, 60 months,16.91,6 years,MORTGAGE,100000.0,Current,debt_consolidation,22.26
35000, 60 months,8.19,10+ years,MORTGAGE,78000.0,Current,debt_consolidation,29.05
27000, 60 months,10.33,9 years,MORTGAGE,340000.0,Current,debt_consolidation,11.94
8000, 36 months,7.56,3 years,MORTGAGE,40000.0,Current,debt_consolidation,21.42
30000, 60 months,8.19,4 years,OWN,105000.0,Current,debt_consolidation,20.09
3000, 36 months,11.8,< 1 year,MORTGAGE,3600.0,Current,debt_consolidation,149.33
11350, 36 months,6.46,2 years,MORTGAGE,120000.0,Current,credit_card,10.86
17000, 36 months,6.46,< 1 year,RENT,54080.0,Current,credit_card,28.63
5000, 36 months,6.46,10+ years,RENT,51000.0,Current,credit_card,4.02
4200, 36 months,6.46,10+ years,MORTGAGE,60000.0,Current,credit_card,22.92
6000, 36 months,6.46,3 years,MORTGAGE,48632.0,Current,credit_card,13.89
20000, 36 months,13.56,2 years,RENT,68000.0,Current,credit_card,34.08
10000, 36 months,10.72,2 years,MORTGAGE,107000.0,Current,debt_consolidation,18.71
4000, 36 months,7.02,7 years,MORTGAGE,80000.0,Current,credit_card,12.09
5000, 36 months,8.81,9 years,MORTGAGE,65000.0,Current,credit_card,17.08
10000, 36 months,11.31,< 1 year,RENT,47500.0,Current,credit_card,16.6
17000, 36 months,16.91,5 years,RENT,58000.0,Current,debt_consolidation,18.97
13000, 36 months,8.81,9 years,RENT,68000.0,Current,debt_consolidation,20.67
27000, 36 months,8.81,10+ years,MORTGAGE,98000.0,Current,debt_consolidation,14.3
16000, 60 months,15.02,10+ years,MORTGAGE,55000.0,Current,debt_consolidation,23.54
8000, 36 months,7.02,10+ years,RENT,72000.0,Current,debt_consolidation,15.3
9925, 36 months,13.56,10+ years,MORTGAGE,67880.0,Current,debt_consolidation,22.47
2500, 36 months,11.8,10+ years,MORTGAGE,63000.0,Current,medical,6.72
12000, 36 months,11.31,< 1 year,RENT,35000.0,Current,debt_consolidation,29.6
5000, 36 months,14.47,,MORTGAGE,40000.0,Current,house,11.88
10000, 36 months,6.46,1 year,RENT,47158.0,Current,credit_card,21.33
13000, 36 months,6.46,< 1 year,MORTGAGE,180000.0,Current,debt_consolidation,4.73
17000, 36 months,6.46,3 years,MORTGAGE,80000.0,Current,credit_card,25.7
17000, 36 months,8.81,8 years,OWN,58000.0,Current,credit_card,37.43
20000, 60 months,14.47,1 year,MORTGAGE,53000.0,Current,credit_card,29.38
10000, 60 months,10.72,4 years,MORTGAGE,85000.0,Current,debt_consolidation,20.87
40000, 36 months,8.81,< 1 year,MORTGAGE,200000.0,Current,debt_consolidation,34.23
10000, 36 months,11.8,< 1 year,RENT,98000.0,Current,small_business,17.79
24000, 36 months,8.19,10+ years,MORTGAGE,199600.0,Current,credit_card,36.0
19000, 36 months,10.72,10+ years,MORTGAGE,85000.0,Current,credit_card,15.3
26000, 60 months,11.8,10+ years,MORTGAGE,150000.0,Current,debt_consolidation,19.26
15000, 60 months,15.02,10+ years,MORTGAGE,30000.0,Current,debt_consolidation,6.28
25000, 36 months,8.19,8 years,MORTGAGE,135000.0,Current,debt_consolidation,13.48
10000, 36 months,16.91,< 1 year,RENT,115000.0,Current,credit_card,14.25
2500, 36 months,10.72,< 1 year,MORTGAGE,54000.0,Current,car,9.38
26000, 36 months,6.46,< 1 year,RENT,170000.0,Current,credit_card,3.86
19000, 60 months,11.8,10+ years,OWN,65000.0,Current,debt_consolidation,33.47
5000, 36 months,15.02,< 1 year,OWN,40000.0,Current,other,7.32
25000, 36 months,7.02,5 years,RENT,125000.0,Current,debt_consolidation,17.49
17600, 36 months,8.19,6 years,MORTGAGE,60000.0,Current,credit_card,37.3
10000, 60 months,14.47,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,20.55
14000, 36 months,16.14,4 years,RENT,44000.0,Current,debt_consolidation,19.94
14000, 36 months,13.56,10+ years,MORTGAGE,120000.0,Current,debt_consolidation,18.59
35000, 36 months,12.98,< 1 year,OWN,60000.0,Current,other,19.7
12600, 36 months,7.56,1 year,RENT,33000.0,Current,debt_consolidation,25.78
10000, 36 months,24.37,< 1 year,RENT,30000.0,Current,debt_consolidation,23.8
8425, 36 months,8.81,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,27.44
15000, 36 months,8.81,1 year,MORTGAGE,145000.0,Current,credit_card,19.9
8000, 36 months,10.33,10+ years,RENT,62500.0,Current,debt_consolidation,5.66
5000, 36 months,8.81,10+ years,MORTGAGE,62000.0,Current,credit_card,8.44
20000, 36 months,10.72,10+ years,RENT,110000.0,Current,credit_card,28.2
4000, 36 months,12.98,1 year,RENT,45000.0,Current,credit_card,9.01
8500, 36 months,17.97,7 years,RENT,30000.0,Current,debt_consolidation,26.2
13000, 36 months,6.46,2 years,RENT,105000.0,Current,debt_consolidation,20.85
1500, 36 months,27.27,2 years,RENT,75000.0,Current,other,11.26
19000, 60 months,10.72,,MORTGAGE,56563.0,Current,debt_consolidation,30.34
10000, 36 months,8.19,7 years,RENT,75000.0,Current,credit_card,22.51
3450, 36 months,13.56,< 1 year,OWN,52000.0,Current,other,4.02
32000, 60 months,11.8,2 years,MORTGAGE,40000.0,Current,debt_consolidation,39.09
14500, 60 months,10.72,< 1 year,RENT,90000.0,Current,other,18.95
40000, 60 months,13.56,10+ years,MORTGAGE,145000.0,Current,debt_consolidation,16.2
35000, 36 months,15.02,< 1 year,MORTGAGE,128000.0,Current,other,19.87
10000, 36 months,15.02,10+ years,RENT,30000.0,Current,other,9.04
35000, 60 months,22.35,5 years,MORTGAGE,81000.0,Current,credit_card,34.96
10200, 36 months,14.47,1 year,MORTGAGE,40000.0,Current,credit_card,21.96
12000, 60 months,13.56,9 years,MORTGAGE,80000.0,Current,credit_card,20.45
15500, 60 months,15.02,1 year,MORTGAGE,73580.0,Current,debt_consolidation,33.91
12000, 36 months,10.33,3 years,ANY,45000.0,Current,debt_consolidation,29.36
15000, 36 months,7.02,5 years,MORTGAGE,315000.0,Current,credit_card,7.27
20000, 36 months,6.46,4 years,MORTGAGE,70000.0,Current,debt_consolidation,13.98
15000, 60 months,11.8,< 1 year,MORTGAGE,250000.0,Current,debt_consolidation,14.03
40000, 60 months,12.98,8 years,MORTGAGE,180000.0,Current,debt_consolidation,34.02
1500, 36 months,7.02,,RENT,32000.0,Current,medical,19.54
10000, 36 months,8.81,10+ years,MORTGAGE,135820.0,Current,home_improvement,30.22
12000, 60 months,8.19,4 years,RENT,75000.0,Current,credit_card,15.28
34450, 36 months,15.02,2 years,MORTGAGE,100000.0,Current,debt_consolidation,20.81
25000, 60 months,11.8,3 years,MORTGAGE,32500.0,Current,home_improvement,26.11
12000, 36 months,23.4,10+ years,RENT,70000.0,Current,debt_consolidation,19.92
7000, 36 months,7.02,7 years,MORTGAGE,75000.0,Current,home_improvement,2.49
6000, 36 months,11.8,1 year,MORTGAGE,125000.0,Current,other,2.5
10000, 60 months,11.8,3 years,MORTGAGE,50000.0,Current,debt_consolidation,10.39
10000, 36 months,8.19,,MORTGAGE,35000.0,Current,credit_card,4.77
8500, 36 months,13.56,< 1 year,RENT,342835.0,Current,debt_consolidation,1.3
27000, 60 months,11.8,2 years,RENT,123000.0,Current,debt_consolidation,15.67
34750, 60 months,15.02,10+ years,MORTGAGE,64105.0,Current,home_improvement,34.14
12500, 60 months,27.27,10+ years,MORTGAGE,51000.0,Current,debt_consolidation,28.64
25000, 36 months,15.02,< 1 year,RENT,50000.0,Current,debt_consolidation,18.41
9600, 36 months,13.56,10+ years,MORTGAGE,97000.0,Current,debt_consolidation,26.88
6000, 36 months,7.56,10+ years,MORTGAGE,36000.0,Current,credit_card,21.7
28000, 60 months,8.81,10+ years,RENT,52000.0,Current,credit_card,20.63
32000, 36 months,8.19,1 year,RENT,109000.0,Current,debt_consolidation,32.91
13000, 60 months,8.19,10+ years,MORTGAGE,120000.0,Current,debt_consolidation,4.3
15000, 60 months,14.47,1 year,RENT,79300.0,Current,other,10.43
6000, 36 months,12.98,10+ years,RENT,67000.0,Fully Paid,credit_card,15.92
10500, 36 months,6.46,5 years,OWN,56100.0,Current,debt_consolidation,3.17
6000, 36 months,11.8,,MORTGAGE,40320.0,Current,credit_card,14.46
12000, 60 months,16.91,6 years,RENT,75000.0,Current,debt_consolidation,26.45
15000, 36 months,7.56,10+ years,MORTGAGE,53000.0,Current,debt_consolidation,22.87
3500, 36 months,20.89,,MORTGAGE,83000.0,Current,major_purchase,9.59
20000, 36 months,8.81,5 years,MORTGAGE,52000.0,Current,debt_consolidation,28.11
1000, 36 months,25.34,5 years,MORTGAGE,135000.0,Current,other,9.0
5000, 36 months,16.14,2 years,RENT,33000.0,Current,debt_consolidation,18.47
2100, 36 months,14.47,10+ years,MORTGAGE,75000.0,Current,other,20.56
15000, 36 months,16.91,10+ years,RENT,54000.0,Current,debt_consolidation,19.38
2000, 36 months,6.46,2 years,MORTGAGE,40000.0,Current,credit_card,8.13
2400, 36 months,7.02,10+ years,MORTGAGE,59000.0,Current,home_improvement,10.33
21000, 60 months,14.47,2 years,MORTGAGE,135000.0,Current,debt_consolidation,10.44
10000, 36 months,7.02,1 year,MORTGAGE,72000.0,Current,debt_consolidation,34.35
8000, 36 months,8.19,2 years,OWN,80000.0,Current,credit_card,11.1
36000, 36 months,7.56,3 years,OWN,210000.0,Current,credit_card,23.0
15000, 36 months,7.02,6 years,MORTGAGE,220000.0,Current,debt_consolidation,11.97
3600, 36 months,7.02,10+ years,RENT,75000.0,Current,home_improvement,16.93
12000, 36 months,6.46,5 years,OWN,120000.0,Current,credit_card,4.4
18000, 60 months,22.35,10+ years,MORTGAGE,97500.0,Current,debt_consolidation,17.54
10000, 36 months,10.72,4 years,RENT,50000.0,Current,debt_consolidation,25.57
40000, 36 months,7.56,3 years,MORTGAGE,360000.0,Current,debt_consolidation,11.86
14500, 36 months,11.8,< 1 year,RENT,56420.0,Current,credit_card,8.62
35000, 60 months,15.02,8 years,RENT,85000.0,Current,credit_card,16.56
1000, 36 months,12.98,5 years,MORTGAGE,55000.0,Current,debt_consolidation,20.9
4000, 36 months,20.89,3 years,RENT,56000.0,Current,debt_consolidation,6.79
18500, 60 months,16.91,8 years,RENT,70000.0,Current,credit_card,18.09
15200, 36 months,8.19,2 years,RENT,80000.0,Current,debt_consolidation,14.63
3000, 36 months,10.33,1 year,OWN,36300.0,Current,credit_card,10.78
25000, 60 months,11.8,7 years,MORTGAGE,72000.0,Current,credit_card,8.73
10000, 36 months,7.56,2 years,MORTGAGE,50000.0,Current,credit_card,10.95
35000, 36 months,16.91,< 1 year,MORTGAGE,60000.0,Current,small_business,24.7
20000, 36 months,10.72,10+ years,RENT,92000.0,Current,other,16.91
7000, 36 months,7.02,8 years,MORTGAGE,134000.0,Current,debt_consolidation,8.32
7200, 36 months,8.81,< 1 year,MORTGAGE,65000.0,Current,debt_consolidation,10.28
12000, 36 months,8.81,10+ years,MORTGAGE,86000.0,Current,debt_consolidation,13.35
10000, 36 months,10.72,5 years,RENT,45000.0,Fully Paid,credit_card,14.96
30000, 36 months,8.81,7 years,RENT,167700.0,Current,debt_consolidation,18.44
22000, 60 months,17.97,< 1 year,MORTGAGE,210000.0,Current,home_improvement,30.01
5000, 36 months,10.72,3 years,MORTGAGE,100000.0,Current,other,18.64
40000, 60 months,12.98,9 years,OWN,60000.0,Current,major_purchase,15.78
14000, 36 months,7.02,10+ years,MORTGAGE,126000.0,Current,debt_consolidation,17.13
30000, 60 months,10.33,10+ years,MORTGAGE,250000.0,Current,debt_consolidation,8.86
28500, 60 months,16.91,< 1 year,OWN,49000.0,Current,debt_consolidation,13.4
13500, 60 months,12.98,< 1 year,MORTGAGE,72000.0,Current,other,9.92
3000, 36 months,10.72,< 1 year,RENT,23000.0,Current,credit_card,25.94
4000, 36 months,8.81,< 1 year,RENT,48000.0,Current,debt_consolidation,20.68
9000, 36 months,18.94,5 years,MORTGAGE,47000.0,Fully Paid,medical,15.34
5000, 36 months,11.8,10+ years,MORTGAGE,100000.0,Current,home_improvement,9.71
7000, 36 months,8.19,10+ years,OWN,41000.0,Current,debt_consolidation,10.04
11600, 36 months,7.56,7 years,RENT,60000.0,Current,credit_card,31.1
7500, 36 months,13.56,2 years,MORTGAGE,50000.0,Current,credit_card,24.12
6250, 36 months,14.47,4 years,RENT,39616.0,Current,debt_consolidation,18.15
10000, 36 months,20.89,< 1 year,OWN,24960.0,Current,debt_consolidation,34.9
30000, 60 months,11.8,< 1 year,MORTGAGE,110000.0,Current,debt_consolidation,19.31
5500, 36 months,19.92,10+ years,OWN,40000.0,Current,credit_card,8.16
30000, 36 months,7.56,1 year,RENT,200000.0,Current,credit_card,11.21
8000, 36 months,11.8,5 years,RENT,40000.0,Current,debt_consolidation,10.44
15000, 60 months,12.98,2 years,MORTGAGE,136000.0,Current,debt_consolidation,14.06
35375, 36 months,10.72,10+ years,MORTGAGE,295000.0,Current,debt_consolidation,17.14
24000, 60 months,16.14,4 years,MORTGAGE,210000.0,Current,debt_consolidation,30.68
6000, 36 months,16.91,10+ years,MORTGAGE,66000.0,Current,home_improvement,27.73
30000, 60 months,11.8,3 years,MORTGAGE,100000.0,Current,debt_consolidation,15.56
17000, 60 months,11.8,10+ years,MORTGAGE,145000.0,Current,credit_card,17.24
24000, 60 months,12.98,10+ years,MORTGAGE,132000.0,Current,credit_card,36.48
23400, 60 months,14.47,7 years,RENT,83000.0,Current,credit_card,17.24
30000, 60 months,18.94,10+ years,MORTGAGE,110000.0,Current,credit_card,29.63
12000, 60 months,11.8,3 years,RENT,31000.0,Current,debt_consolidation,33.45
36000, 60 months,13.56,10+ years,MORTGAGE,187500.0,Current,major_purchase,18.36
11000, 60 months,17.97,< 1 year,MORTGAGE,58000.0,Current,vacation,7.18
10000, 36 months,8.81,< 1 year,MORTGAGE,143600.0,Fully Paid,debt_consolidation,17.17
4500, 36 months,13.56,2 years,MORTGAGE,93000.0,Current,debt_consolidation,17.87
20000, 60 months,24.37,< 1 year,RENT,40000.0,Current,debt_consolidation,14.96
12000, 36 months,20.89,10+ years,MORTGAGE,161000.0,Current,home_improvement,38.9
3300, 36 months,23.4,3 years,RENT,70000.0,Current,credit_card,9.79
7000, 36 months,18.94,9 years,RENT,60000.0,Current,debt_consolidation,37.04
5000, 36 months,8.81,10+ years,RENT,42000.0,Fully Paid,debt_consolidation,14.17
21250, 60 months,13.56,4 years,RENT,161000.0,Current,credit_card,16.08
4800, 36 months,18.94,4 years,RENT,28000.0,Current,other,12.64
30000, 36 months,11.8,10+ years,MORTGAGE,127000.0,Current,debt_consolidation,33.77
21000, 36 months,7.02,9 years,RENT,45000.0,Current,debt_consolidation,15.93
5300, 36 months,12.98,4 years,RENT,80477.0,Current,major_purchase,14.03
16000, 60 months,12.98,1 year,RENT,85000.0,Current,debt_consolidation,20.91
24000, 36 months,16.14,7 years,OWN,94000.0,Current,debt_consolidation,18.7
20000, 60 months,22.35,10+ years,MORTGAGE,70000.0,Current,debt_consolidation,8.88
12000, 60 months,13.56,5 years,RENT,52000.0,Current,house,28.5
12000, 36 months,11.8,6 years,OWN,62000.0,Current,debt_consolidation,14.29
30000, 60 months,12.98,10+ years,RENT,78000.0,Current,debt_consolidation,30.34
9000, 36 months,20.89,3 years,RENT,20944.0,Current,debt_consolidation,27.85
16000, 60 months,18.94,,MORTGAGE,46800.0,Current,home_improvement,8.13
3000, 36 months,10.33,10+ years,RENT,40000.0,Current,credit_card,3.12
31200, 60 months,8.19,3 years,MORTGAGE,65000.0,Current,home_improvement,37.2
10000, 36 months,16.14,6 years,RENT,50000.0,Current,credit_card,33.65
8000, 36 months,8.81,7 years,OWN,68000.0,Current,debt_consolidation,12.44
15000, 36 months,8.19,10+ years,RENT,50000.0,Current,other,20.14
5000, 36 months,7.02,8 years,MORTGAGE,86721.0,Current,credit_card,13.83
16000, 36 months,16.14,2 years,MORTGAGE,100000.0,Current,credit_card,5.93
5000, 36 months,7.02,5 years,MORTGAGE,25000.0,Current,home_improvement,9.75
6600, 36 months,13.56,3 years,MORTGAGE,45000.0,Current,debt_consolidation,22.03
15000, 36 months,13.56,7 years,RENT,70000.0,Current,debt_consolidation,31.01
9000, 36 months,7.02,2 years,RENT,138000.0,Current,debt_consolidation,8.73
15000, 36 months,11.8,< 1 year,MORTGAGE,27000.0,Current,debt_consolidation,15.24
3500, 36 months,11.8,10+ years,RENT,60000.0,Current,other,13.83
16000, 60 months,16.91,< 1 year,MORTGAGE,65000.0,Current,debt_consolidation,24.35
22000, 36 months,8.19,10+ years,RENT,120000.0,Current,debt_consolidation,8.42
10000, 36 months,14.47,10+ years,RENT,80000.0,Fully Paid,debt_consolidation,7.5
5000, 36 months,19.92,8 years,RENT,52166.0,Current,credit_card,11.13
15000, 36 months,8.19,< 1 year,MORTGAGE,120000.0,Current,debt_consolidation,3.27
18000, 36 months,8.19,1 year,MORTGAGE,75000.0,Current,debt_consolidation,22.82
1200, 36 months,8.81,1 year,MORTGAGE,58000.0,Current,home_improvement,23.51
10000, 60 months,14.47,< 1 year,RENT,45000.0,Current,other,2.53
12000, 36 months,8.19,10+ years,MORTGAGE,117246.0,Current,credit_card,15.51
